[-1.3089099, 0.04118807, 1.0466235, -1, 0, 1.0874, -1.3846154, 0.051282167, 0.6438]
[-1.2514741, -0.021167075, 1.030409, -0.95, 0.04702282, 1.0874, -1.3846154, -0.05128205, 0.6438]
[-1.2277597, -0.08135115, 1.0156075, -0.95, 0.04702282, 1.0874, -1.3846154, -0.15384614, 0.6438]
[-1.1921914, -0.12206662, 0.97999156, -0.95, 0.04702282, 1.0874, -1.3846154, -0.25641024, 0.6438]
[-1.1381232, -0.18299429, 0.9849975, -0.95, 0.04702282, 1.0874, -1.2820513, -0.35897434, 0.6438]
[-1.0653961, -0.2087037, 0.94572353, -0.95, 0.04702282, 1.0874, -1.1794872, -0.46153843, 0.6438]
[-0.9848738, -0.18182456, 0.9290842, -0.9, 0.076084524, 1.0874, -1.0769231, -0.46153843, 0.6438]
[-0.9142651, -0.20174348, 0.9552407, -0.85, 0.07608452, 1.0874, -0.9743589, -0.46153843, 0.6438]
[-0.8948755, -0.2297052, 0.9724879, -0.8, 0.04702282, 1.0874, -0.9743589, -0.46153843, 0.6438]
[-0.8281196, -0.2960322, 1.016359, -0.75, 0.000000000000000009797174, 1.0874, -0.8717948, -0.46153843, 0.6438]
[-0.76281303, -0.30751336, 1.0237145, -0.75, 0.000000000000000009797174, 1.0874, -0.7692307, -0.46153843, 0.6438]
[-0.6750938, -0.35674217, 1.0400913, -0.7, -0.04702283, 1.0874, -0.6666666, -0.46153843, 0.6438]
[-0.58225447, -0.38008395, 1.045217, -0.65, -0.07608452, 1.0874, -0.56410253, -0.46153843, 0.6438]
[-0.4948714, -0.368745, 1.0417677, -0.6, -0.07608452, 1.0874, -0.46153843, -0.46153843, 0.6438]
[-0.42098063, -0.32698804, 1.0260975, -0.54999995, -0.047022805, 1.0874, -0.35897434, -0.46153843, 0.6438]
[-0.3260278, -0.25638008, 1.0346041, -0.5, -0.000000000000000019594349, 1.0874, -0.25641024, -0.35897434, 0.6438]
[-0.2820887, -0.21616176, 1.0510108, -0.45, 0.04702283, 1.0874, -0.25641024, -0.25641024, 0.6438]
[-0.2762417, -0.21048874, 1.0507373, -0.39999998, 0.07608453, 1.0874, -0.25641024, -0.25641024, 0.6438]
[-0.26536864, -0.22458392, 1.0524647, -0.34999996, 0.07608451, 1.0874, -0.25641024, -0.25641024, 0.6438]
[-0.11647811, -0.20520353, 1.0488507, -0.3, 0.04702283, 1.0874, -0.15384614, -0.15384614, 0.6438]
[-0.0033095777, -0.19098611, 1.0492865, -0.25, 0.000000000000000029391524, 1.0874, -0.05128205, -0.15384614, 0.6438]
[0.087399155, -0.16919994, 1.0519174, -0.19999999, -0.04702283, 1.0874, 0.051282167, -0.15384614, 0.6438]
[0.15274157, -0.15356342, 1.0537984, -0.14999998, -0.07608453, 1.0874, 0.15384626, -0.15384614, 0.6438]
[0.19850829, -0.16752763, 1.0511305, -0.099999964, -0.07608451, 1.0874, 0.15384626, -0.15384614, 0.6438]
[0.22592282, -0.19161704, 1.0456437, -0.050000012, -0.04702283, 1.0874, 0.15384626, -0.15384614, 0.6438]
[0.22072193, -0.22072184, 1.0506817, 0, -0.000000000000000039188697, 1.0874, 0.25641036, -0.25641024, 0.6438]
[0.22552969, -0.21101415, 1.0501072, 0.05000007, 0.04702288, 1.0874, 0.25641036, -0.25641024, 0.6438]
[0.23283918, -0.206303, 1.0500433, 0.100000024, 0.07608453, 1.0874, 0.25641036, -0.25641024, 0.6438]
[0.24519628, -0.22137019, 1.052146, 0.14999998, 0.07608453, 1.0874, 0.25641036, -0.25641024, 0.6438]
[0.2427942, -0.26097587, 1.0416831, 0.20000005, 0.047022782, 1.0874, 0.25641036, -0.35897434, 0.6438]
[0.25427485, -0.30778307, 1.023872, 0.25, 0.00000000000000004898587, 1.0874, 0.25641036, -0.46153843, 0.6438]
[0.34374908, -0.35452312, 1.0392945, 0.30000007, -0.04702288, 1.0874, 0.35897446, -0.46153843, 0.6438]
[0.43651986, -0.3750791, 1.0437986, 0.35000002, -0.07608453, 1.0874, 0.46153855, -0.46153843, 0.6438]
[0.44912288, -0.38377133, 1.0461657, 0.39999998, -0.07608453, 1.0874, 0.46153855, -0.46153843, 0.6438]
[0.45864728, -0.35767072, 1.0404146, 0.45000005, -0.047022782, 1.0874, 0.46153855, -0.46153843, 0.6438]
[0.5422883, -0.3044753, 1.0218943, 0.5, -0.00000000000000005878305, 1.0874, 0.56410265, -0.46153843, 0.6438]
[0.6033765, -0.2862733, 1.0090075, 0.5, -0.00000000000000005878305, 1.0874, 0.66666675, -0.46153843, 0.6438]
[0.61661786, -0.24337041, 0.98730814, 0.5500001, 0.04702288, 1.0874, 0.66666675, -0.46153843, 0.6438]
[0.6357773, -0.21243523, 0.9679812, 0.6, 0.07608453, 1.0874, 0.66666675, -0.46153843, 0.6438]
